Frequency (GHz),Avg_Median,Avg_5_Sigma_Away
8.55454545454545,-74.04598941798942,-73.43785890652556
8.58181818181818,-74.17140740740741,-73.55911463844798
8.60909090909091,-74.18255026455027,-73.57655379188712
8.63636363636364,-74.38224338624339,-73.79428924162256
8.66363636363636,-74.4862962962963,-73.89590828924162
8.69090909090909,-74.68765079365079,-74.09837389770723
8.71818181818182,-74.5611111111111,-73.96402116402116
8.74545454545455,-74.56027513227514,-74.0027971781305
8.77272727272727,-74.39573544973545,-73.85991534391535
8.8,-74.33325925925926,-73.79572839506173
8.82727272727273,-74.0962328042328,-73.55318165784833
8.85454545454546,-74.10550264550265,-73.55349206349207
8.88181818181818,-74.05632804232805,-73.4882151675485
8.90909090909091,-74.21624338624339,-73.62723104056438
8.93636363636364,-74.27630687830688,-73.68907583774251
8.96363636363636,-74.39284656084656,-73.78245855379188
8.99090909090909,-74.44576719576719,-73.84589065255732
9.01818181818182,-74.42728042328042,-73.82429982363315
9.04545454545454,-74.38019047619048,-73.77812698412698
9.07272727272727,-74.34050793650793,-73.74775661375662
9.1,-74.19848677248677,-73.62531216931217
9.12727272727273,-74.20156613756613,-73.6566807760141
9.15454545454545,-74.17691005291005,-73.63091358024691
9.18181818181818,-74.25184126984126,-73.70766137566137
9.20909090909091,-74.39277248677249,-73.72645855379189
9.23636363636364,-74.63577777777778,-73.96255026455027
9.26363636363636,-74.74367195767196,-74.11506525573192
9.29090909090909,-74.87590476190476,-73.96057848324514
9.31818181818182,-74.90596825396825,-73.48873721340388
9.34545454545455,-74.88150264550264,-73.21845149911817
9.37272727272727,-74.81209523809524,-71.91798589065256
9.4,-74.68956613756613,-72.1425467372134
9.42727272727273,-74.51892063492063,-73.47495238095237
9.45454545454545,-74.29348148148148,-73.3461798941799
9.48181818181818,-74.2397671957672,-73.40782716049382
9.50909090909091,-74.25967195767196,-73.65505114638448
9.53636363636364,-74.4512380952381,-73.86568253968254
9.56363636363636,-74.81639153439154,-74.24418694885361
9.59090909090909,-75.01389417989418,-74.45465255731922
9.61818181818182,-75.23637037037038,-74.64333686067019
9.64545454545454,-75.20159788359788,-74.59925220458554
9.67272727272727,-75.15857142857142,-74.50393298059964
9.7,-75.03289947089948,-74.38709700176366
9.72727272727273,-74.95717460317461,-74.30788007054674
9.75454545454545,-74.90824338624338,-74.29175308641975
9.78181818181818,-75.03151322751323,-74.44953791887124
9.80909090909091,-75.15336507936509,-74.53964373897708
9.83636363636364,-75.35271957671958,-74.81296649029983
9.86363636363636,-75.4290582010582,-74.88059259259259
9.89090909090909,-75.42995767195768,-74.85897001763668
9.91818181818182,-75.27372486772487,-74.66585890652557
9.94545454545455,-75.10172486772487,-74.46283597883598
9.97272727272727,-74.7522328042328,-74.09191534391535
10.0,-74.62266666666666,-73.9454356261023
10.02727272727273,-74.30754497354498,-73.61378835978836
10.05454545454545,-74.252708994709,-73.57101587301588
10.08181818181818,-74.17049735449736,-73.54007407407407
10.10909090909091,-74.38415873015873,-73.81334744268078
10.13636363636364,-74.42103703703704,-73.72422927689595
10.16363636363636,-74.79761904761905,-74.2026631393298
10.19090909090909,-74.75522751322751,-74.26173544973545
10.21818181818182,-74.73160846560846,-74.21726984126984
10.24545454545454,-74.3555238095238,-73.807569664903
10.27272727272727,-74.17544973544973,-73.61372134038801
10.3,-73.89608465608465,-73.32973544973545
10.32727272727273,-73.69833862433863,-73.13274779541446
10.35454545454545,-73.67307936507936,-73.12722398589065
10.38181818181818,-73.65258201058201,-73.14081834215168
10.40909090909091,-73.63457142857142,-73.14667019400352
10.43636363636364,-73.9476507936508,-73.53205996472663
10.46363636363636,-73.7454708994709,-73.34959788359788
10.49090909090909,-73.87202116402116,-73.47553086419754
10.51818181818182,-73.42402116402116,-72.98724867724867
10.54545454545454,-73.38289947089947,-72.91923104056437
10.57272727272727,-72.97385185185186,-72.46679717813052
10.6,-72.85216931216931,-72.319417989418
10.62727272727273,-72.89205291005291,-72.39330511463845
10.65454545454545,-72.80325925925926,-72.29775661375662
10.68181818181818,-73.00589417989418,-72.55097354497354
10.70909090909091,-73.1460529100529,-72.73376014109348
10.73636363636364,-73.20603174603175,-72.82044091710759
10.76363636363636,-73.50692063492065,-73.15873721340388
10.79090909090909,-73.35986243386243,-73.00159082892417
10.81818181818182,-73.29564021164022,-72.93558730158729
10.84545454545455,-73.01696296296296,-72.62197178130512
10.87272727272727,-72.54837037037036,-72.15307936507936
10.9,-72.36492063492064,-71.95555555555556
10.92727272727273,-71.79502645502646,-71.40389770723104
10.95454545454545,-71.82828571428571,-71.46996119929453
10.98181818181818,-71.62510052910054,-71.28114991181658
11.00909090909091,-71.81468783068783,-71.50091358024692
11.03636363636364,-72.23960846560847,-71.93641622574955
11.06363636363636,-72.50442328042328,-72.18532275132274
11.09090909090909,-73.02320634920635,-72.71488183421516
11.11818181818182,-73.19877248677248,-72.8136225749559
11.14545454545454,-73.05847619047618,-72.66142151675486
11.17272727272727,-73.32004232804232,-72.89730864197531
11.2,-73.17637037037038,-72.71525925925926
11.22727272727273,-73.6060634920635,-73.16380599647266
11.25454545454545,-73.82766137566138,-73.40856084656085
11.28181818181818,-73.89801058201058,-73.48275485008818
11.30909090909091,-74.16154497354496,-73.80972839506173
11.33636363636364,-73.87459259259259,-73.53483950617284
11.36363636363636,-73.77316402116402,-73.4472557319224
11.39090909090909,-73.55633862433862,-73.20940740740741
11.41818181818182,-73.09497354497356,-72.74485008818343
11.44545454545455,-73.03797883597883,-72.69972486772487
11.47272727272727,-72.40078306878307,-72.01408112874779
11.5,-72.30063492063492,-71.94022927689595
11.52727272727273,-71.9708253968254,-71.60107231040566
11.55454545454545,-71.99256084656085,-71.63063844797179
11.58181818181818,-72.21376719576719,-71.89755908289241
11.60909090909091,-72.44889947089948,-72.1106807760141
11.63636363636364,-72.63902645502645,-72.36184832451498
11.66363636363636,-72.71964021164021,-72.43992239858906
11.69090909090909,-72.4432380952381,-72.1521798941799
11.71818181818182,-72.46786243386244,-72.16994356261023
11.74545454545454,-71.90093121693121,-71.55461728395062
11.77272727272727,-72.0186455026455,-71.67741093474427
11.8,-71.89808465608465,-71.51210582010582
11.82727272727273,-72.17492063492064,-71.79629629629629
11.85454545454545,-72.5971216931217,-72.2287266313933
11.88181818181818,-72.97056084656084,-72.60629276895943
11.90909090909091,-73.34602116402117,-73.00466313932981
11.93636363636364,-73.64863492063492,-73.33217989417989
11.96363636363636,-73.54938624338625,-73.2507442680776
11.99090909090909,-73.6396507936508,-73.34585890652558
12.01818181818182,-73.33174603174604,-73.00077601410935
12.04545454545454,-73.38183068783069,-73.04793298059964
12.07272727272727,-73.3153544973545,-72.93796472663139
12.1,-73.37748148148148,-73.00820458553791
12.12727272727273,-73.68358730158731,-73.31993650793652
12.15454545454545,-73.7365291005291,-73.37321340388007
12.18181818181818,-73.98179894179894,-73.62610229276896
12.20909090909091,-74.37689947089947,-74.03880423280424
12.23636363636364,-74.3574708994709,-74.02646560846561
12.26363636363636,-74.61089947089947,-74.30529100529101
12.29090909090909,-74.31552380952381,-73.97832804232804
12.31818181818182,-74.16048677248678,-73.84554850088183
12.34545454545455,-74.0642328042328,-73.71167548500881
12.37272727272727,-73.66487830687831,-73.3169417989418
12.4,-73.63412698412698,-73.29765432098765
12.42727272727273,-73.05233862433862,-72.71944620811287
12.45454545454545,-72.81430687830688,-72.50122045855379
12.48181818181818,-72.52938624338624,-72.24861022927689
12.50909090909091,-72.17243386243386,-71.89768959435627
12.53636363636364,-72.07489947089948,-71.82378835978835
12.56363636363636,-71.91455026455027,-71.67797178130512
12.59090909090909,-71.84579894179895,-71.61377072310405
12.61818181818182,-71.83842328042327,-71.5984938271605
12.64545454545454,-71.68391534391534,-71.44495590828924
12.67272727272727,-71.58390476190476,-71.34586243386244
12.7,-71.11392592592593,-70.74701234567901
12.72727272727273,-70.78330158730158,-70.54540035273368
12.75454545454545,-70.10617989417989,-69.86746737213403
12.78181818181818,-69.52604232804234,-69.29149206349207
12.80909090909091,-68.83348148148148,-68.59231746031746
12.83636363636364,-76.27602116402116,-75.81115343915344
12.86363636363636,-76.05638095238096,-75.61027865961199
12.89090909090909,-76.6099470899471,-76.18202821869488
12.91818181818182,-76.52080423280424,-76.09020458553792
12.94545454545455,-77.10407407407408,-76.6705467372134
12.97272727272727,-76.80871957671958,-76.32549206349206
13.0,-77.16832804232804,-76.67963315696649
13.02727272727273,-76.99315343915345,-76.48221869488536
13.05454545454545,-77.00677248677249,-76.51303350970018
13.08181818181818,-77.25066666666667,-76.78474074074074
13.10909090909091,-77.07063492063492,-76.60059964726632
13.13636363636363,-76.94097354497355,-76.47965079365079
13.16363636363636,-77.20233862433862,-76.76479012345679
13.19090909090909,-76.81778835978835,-76.394860670194
13.21818181818182,-77.12669841269842,-76.71666313932981
13.24545454545454,-76.5402328042328,-75.8996684303351
13.27272727272727,-76.78549206349207,-76.23180599647266
13.3,-76.43958730158731,-75.34741798941799
13.32727272727273,-76.44724867724868,-75.9589241622575
13.35454545454545,-76.51033862433863,-76.0233721340388
13.38181818181818,-76.3479470899471,-75.86470194003527
13.40909090909091,-76.49531216931217,-76.02524162257495
13.43636363636364,-76.82243386243387,-76.346860670194
13.46363636363636,-76.9235873015873,-76.47014814814816
13.49090909090909,-77.1866560846561,-76.79374603174602
13.51818181818182,-76.96807407407408,-73.10327689594357
13.54545454545454,-76.94893121693121,-76.54543915343915
13.57272727272727,-76.51961904761905,-76.07873721340388
13.6,-76.28911111111111,-75.86314991181658
13.62727272727273,-76.09212698412699,-75.6563950617284
13.65454545454545,-75.93378835978837,-75.50562257495591
13.68181818181818,-75.93341798941799,-75.52146031746032
13.70909090909091,-76.06023280423281,-75.65802821869488
13.73636363636364,-76.22326984126984,-75.83794356261022
13.76363636363636,-76.431291005291,-76.06118518518518
13.79090909090909,-76.5615343915344,-76.19932980599647
13.81818181818182,-76.57288888888888,-76.21361199294532
13.84545454545455,-76.58075132275133,-76.19955202821869
13.87272727272727,-76.33744973544974,-75.94228218694886
13.9,-76.45011640211641,-76.05027513227513
13.92727272727273,-76.289417989418,-75.87804232804233
13.95454545454545,-76.45521693121694,-76.04588712522046
13.98181818181818,-76.674708994709,-76.27197530864197
14.00909090909091,-76.79172486772487,-76.35285361552029
14.03636363636364,-77.0712380952381,-76.6418024691358
14.06363636363636,-77.01756613756613,-76.61229276895943
14.09090909090909,-77.09626455026455,-76.6754885361552
14.11818181818182,-76.85150264550265,-76.39645855379189
14.14545454545454,-76.73997883597883,-76.29168959435627
14.17272727272727,-76.56942857142857,-76.07632451499117
14.2,-76.46739682539682,-75.96496296296297
14.22727272727273,-76.47565079365079,-75.98402821869489
14.25454545454545,-76.46974603174603,-75.98777072310406
14.28181818181818,-76.56132275132275,-76.07754850088185
14.30909090909091,-76.64881481481481,-76.18447619047619
14.33636363636364,-76.74459259259258,-76.30312874779541
14.36363636363636,-76.82479365079365,-76.3892204585538
14.39090909090909,-76.88891005291006,-76.45376014109348
14.41818181818182,-76.88740740740741,-76.4441975308642
14.44545454545455,-76.82568253968255,-76.3559470899471
14.47272727272727,-76.74827513227513,-76.27612345679012
14.5,-76.69900529100529,-76.21784126984127
14.52727272727273,-76.69480423280423,-76.2246278659612
14.55454545454545,-76.80322751322751,-76.33887125220458
14.58181818181818,-76.99508994708995,-76.53824691358024
14.60909090909091,-77.20148148148148,-76.76028218694886
14.63636363636363,-77.44678306878306,-77.01494885361552
14.66363636363636,-77.54166137566138,-77.11589417989418
14.69090909090909,-77.68421164021164,-77.26396472663139
14.71818181818182,-77.59542857142857,-77.14683950617284
14.74545454545454,-77.56058201058201,-76.88663139329806
14.77272727272727,-77.41939682539682,-75.18370017636684
14.8,-77.27673015873016,-74.60814109347443
14.82727272727273,-77.27334391534392,-75.32889947089947
14.85454545454545,-77.19990476190476,-76.43949911816578
14.88181818181818,-77.1503492063492,-73.36712169312169
14.90909090909091,-77.25256084656085,-71.36920987654321
14.93636363636364,-77.21293121693122,-68.64538271604938
14.96363636363636,-77.21895238095237,-67.6927795414462
14.99090909090909,-77.18540740740741,-66.67052204585538
15.01818181818182,-77.09222222222222,-66.7631746031746
15.04545454545454,-77.1214074074074,-68.79230687830687
15.07272727272727,-76.99571428571429,-69.65899470899471
15.1,-77.16360846560846,-72.00976366843034
15.12727272727273,-77.313291005291,-75.24188007054674
15.15454545454545,-77.53122751322752,-77.15265608465609
15.18181818181818,-77.89194708994708,-77.12422222222222
15.20909090909091,-77.972708994709,-76.94039858906525
15.23636363636364,-78.23442328042329,-77.53809171075838
15.26363636363636,-78.26521693121693,-77.93006701940035
15.29090909090909,-78.3175238095238,-77.9879294532628
15.31818181818182,-78.23137566137567,-77.8847619047619
15.34545454545454,-78.12019047619047,-77.77622222222222
15.37272727272727,-78.12367195767196,-77.78416578483245
15.4,-78.12136507936508,-77.78125925925926
15.42727272727273,-78.16915343915343,-77.83825396825397
15.45454545454545,-78.35368253968254,-78.02675132275132
15.48181818181818,-78.41668783068783,-78.0896331569665
15.50909090909091,-78.46863492063493,-78.10632451499117
15.53636363636364,-78.5609417989418,-78.1598835978836
15.56363636363636,-78.39728042328042,-78.06588712522046
15.59090909090909,-78.29385185185185,-77.99697354497354
15.61818181818182,-78.05902645502645,-77.75953791887125
15.64545454545454,-78.2393544973545,-77.96785537918872
15.67272727272727,-78.088708994709,-77.80370017636685
15.7,-78.08455026455026,-77.81393298059965
15.72727272727273,-78.08519576719577,-77.81912874779542
15.75454545454545,-78.03734391534391,-77.77207054673721
15.78181818181818,-78.16508994708994,-77.91674779541447
15.80909090909091,-78.2111216931217,-77.96507231040565
15.83636363636364,-78.13738624338625,-77.88636331569664
15.86363636363636,-78.14529100529101,-77.9099647266314
15.89090909090909,-77.87167195767195,-77.63310052910052
15.91818181818182,-77.77484656084656,-77.5471569664903
15.94545454545455,-77.46683597883597,-77.23122751322751
15.97272727272727,-77.36542857142858,-77.13355908289242
16.0,-77.30246560846561,-77.06574603174603
